"","part_item","RECORDING_SESSION_LABEL.x","word_order","use_rating","exposure_rating","offensiveness_rating","taboo_rating","valence_rating","arousal_rating","imagery_rating","critical_word","taboo_status.x","item_num.x","list.x","RECORDING_SESSION_LABEL.y","CURRENT_FIX_ADJUSTED","CURRENT_FIX_PUPIL","TRIAL_INDEX","button_RT","button_pressed","combined_cs_status","comp_q","cs_word","cs_word_char_position","cs_word_length","cs_word_or_combo","cs_word_or_combo_char_position","cs_word_or_combo_length","cs_word_or_combo_word_position","cs_word_word_position","cword","cword_char_position","cword_length","cword_word_position","e_status","exp_button","exp_response","frame_cword_space","item_num.y","lang","list.y","p_status","pre_cs_word_frame_space","pre_cs_word_or_combo_space","pre_cword_frame_space","response_accuracy","sent","sent_length_words","taboo_status.y","SINGLE_FIXATION_DURATION","FIRST_FIXATION_DURATION","GAZE_DURATION","REGRESSION_PATH_DURATION","REREADING_DURATION","TOTAL_DURATION","FIRST_PASS_REGRESSION","FIRST_PAST_FIXATION","Lang_order","DELE","MELICET","dominance","dom_cat","MeanTD","MeanGD","MeanFFD","sdTD","sdGD","sdFFD","seTD","seGD","seFFD"
"813","12_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,825,64,2910,"Up","n","¿La mamá de María lo encontró en el espacio privado de María?","encontró",18,8,"encontró",18,8,5,5,"cigarrillo",30,10,7,"e","Up","y","La mamá de María encontró un cigarrillo",25,"Spa",6,"s","La mamá de María","La mamá de María","La mamá de María encontró un","correct","La mamá de María encontró un cigarrillo en su habitación.",10,"neut",253,253,253,253,0,372,"0",1,"E2_SCS2",36,46,0.782608696,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"814","12_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,824,98,2295,"Up","n","¿Estaban junto a la nevera?","hablar",8,6,"hablar",8,6,3,3,"pornografía",18,11,5,"e","Up","y","Los oí hablar de pornografía",26,"Spa",6,"s","Los oí","Los oí","Los oí hablar de","correct","Los oí hablar de pornografía cerca del refrigerador.",8,"taboo",0,309,309,1088,779,1325,"1",1,"E2_SCS2",36,46,0.782608696,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"815","12_31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,792,40,2749,"Down","n","¿Los examinaron en la consulta del doctor?","examinaron",20,10,"examinaron",20,10,5,5,"dientes",35,7,7,"e","Down","n","Hoy en el colegio, examinaron los dientes",31,"Spa",6,"s","Hoy en el colegio,","Hoy en el colegio,","Hoy en el colegio, examinaron los","correct","Hoy en el colegio, examinaron los dientes de los niños en el examen de salud anual.",16,"neut",192,192,192,192,0,192,"0",1,"E2_SCS2",36,46,0.782608696,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"816","12_32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,850,97,1483,"Up","n","¿Cayeron muchos de ellos?","ayer",31,4,"ayer",31,4,7,7,"condones",50,8,11,"e","Up","y","Cuando yo estaba en la tienda ayer, un montón de condones",32,"Spa",6,"s","Cuando yo estaba en la tienda","Cuando yo estaba en la tienda","Cuando yo estaba en la tienda ayer, un montón de","correct","Cuando yo estaba en la tienda ayer, un montón de condones cayó de un estante.",15,"taboo",0,363,363,1204,841,642,"1",1,"E2_SCS2",36,46,0.782608696,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"817","12_37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,1091,82,2235,"Down","n","¿Ocurrió esto en la calle?","escuché",18,7,"escuché",18,7,4,4,"carta",55,5,12,"e","Down","n","La semana pasada escuché que Ángela le dio a John una carta",37,"Spa",6,"s","La semana pasada","La semana pasada","La semana pasada escuché que Ángela le dio a John una","correct","La semana pasada escuché que Ángela le dio a John una carta en el parque.",15,"neut",0,255,443,835,392,443,"1",1,"E2_SCS2",36,46,0.782608696,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"818","12_38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,990,48,1847,"Down","y","¿Ocurrió esto en la mañana?","otra",29,4,"la otra",26,7,6,7,"orgasmo",49,7,11,"e","Down","n","Cuando regrese a mi casa la otra noche, tuve un orgasmo",38,"Spa",6,"s","Cuando regrese a mi casa la","Cuando regrese a mi casa","Cuando regrese a mi casa la otra noche, tuve un","correct","Cuando regrese a mi casa la otra noche, tuve un orgasmo en el sofa.",14,"taboo",340,340,340,340,0,340,"0",1,"E2_SCS2",36,46,0.782608696,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"819","12_44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,953,20,2002,"Down","n","¿La encontraron en una fuente?","encontraron",29,11,"encontraron",29,11,6,6,"cagada",45,6,8,"e","Down","n","A principio de este verano, encontraron una cagada",44,"Spa",6,"s","A principio de este verano,","A principio de este verano,","A principio de este verano, encontraron una","correct","A principio de este verano, encontraron una cagada en las duchas del parque acuático.",14,"taboo",0,90,90,656,566,481,"1",1,"E2_SCS2",36,46,0.782608696,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"820","12_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,928,38,3010,"Down","n","¿Se lastimó el invierno pasado?","ella",19,4,"ella",19,4,4,4,"clítoris",38,8,8,"e","Down","n","El verano pasado, ella se lastimó el clítoris",8,"Spa",6,"s","El verano pasado,","El verano pasado,","El verano pasado, ella se lastimó el","correct","El verano pasado, ella se lastimó el clítoris tratando de subirse a un caballo.",14,"taboo",258,258,258,258,0,522,"0",1,"E2_SCS2",36,46,0.782608696,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"821","13_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,623,20,1600,"Up","n","¿Su bebé la lastimó?","mordió",9,6,"mordió",9,6,3,3,"dedo",19,4,5,"e","Up","y","Su bebé mordió su dedo",14,"Spa",1,"s","Su bebé","Su bebé","Su bebé mordió su","correct","Su bebé mordió su dedo y le salió sangre.",9,"neut",136,136,136,136,0,136,"0",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"822","13_15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,643,11,4609,"Down","n","¿Ha estado la marca allí durante una semana?","mancha",11,6,"mancha",11,6,3,3,"nalga",31,5,7,"e","Down","n","Tengo una mancha grande en mi nalga",15,"Spa",1,"s","Tengo una","Tengo una","Tengo una mancha grande en mi","correct","Tengo una mancha grande en mi nalga desde la fiesta de ayer.",12,"taboo",411,411,411,411,0,411,"0",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"823","13_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,629,76,2335,"Down","n","¿Es este un problema en las ciudades?","que",19,3,"que",19,3,5,5,"educación",23,9,6,"e","Down","n","Lei en algun lado que educación",2,"Spa",1,"s","Lei en algun lado","Lei en algun lado","Lei en algun lado que","correct","Lei en algun lado que educación es un gran problema en comunidades pequenas.",13,"neut",238,238,238,238,0,785,"0",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"824","13_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,583,62,3557,"Up","n","¿Los niños comienzan a hablar de esto muy temprano?","empiezan",11,8,"empiezan",11,8,3,3,"política",35,8,7,"e","Up","y","Los niños empiezan a hablar sobre política",20,"Spa",1,"s","Los niños","Los niños","Los niños empiezan a hablar sobre","correct","Los niños empiezan a hablar sobre política muy temprano estos días.",11,"neut",158,158,158,158,0,592,"0",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"825","13_21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,545,48,2243,"Down","n","¿Estaban tranquilos?","y",15,1,"y",15,1,3,3,"Cabrón",28,6,5,"e","Down","n","Se detuvieron y gritaron: Cabrón",21,"Spa",1,"s","Se detuvieron","Se detuvieron","Se detuvieron y gritaron:","correct","Se detuvieron y gritaron: \Cabrón, aléjate del camino\"" \"".\""""",8,"taboo",195,195,195,195,0,856,"0",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"826","13_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,609,99,2392,"Up","n","¿Estaban junto a la nevera?","hablar",8,6,"hablar",8,6,3,3,"gobierno",19,8,5,"e","Up","y","Los oí hablar del gobierno",26,"Spa",1,"s","Los oí","Los oí","Los oí hablar del","correct","Los oí hablar del gobierno cerca del refrigerador.",8,"neut",179,179,179,179,0,1000,"0",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"827","13_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,648,53,1913,"Down","n","¿Alguien escribió en la pared al lado de la iglesia?","alguien",15,7,"alguien",15,7,4,4,"puta",33,4,6,"e","Down","n","El año pasado alguien escribió \puta\""""",27,"Spa",1,"s","El año pasado","El año pasado","El año pasado alguien escribió","correct","El año pasado alguien escribió \puta\"" en la pared junto al banco.""",12,"taboo",198,198,198,198,0,346,"0",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"828","13_32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,746,61,1689,"Up","n","¿Cayeron muchos de ellos?","ayer",31,4,"ayer",31,4,7,7,"latas",50,5,11,"e","Up","y","Cuando yo estaba en la tienda ayer, un montón de latas",32,"Spa",1,"s","Cuando yo estaba en la tienda","Cuando yo estaba en la tienda","Cuando yo estaba en la tienda ayer, un montón de","correct","Cuando yo estaba en la tienda ayer, un montón de latas cayó de un estante.",15,"neut",0,567,755,755,0,1247,"0",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"829","13_33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,571,78,3186,"Up","y","¿Estaba la venta en una tienda grande?","que",17,3,"de que",14,6,4,5,"vibradores",28,10,7,"e","Up","y","Me di cuenta de que tenían vibradores",33,"Spa",1,"s","Me di cuenta de","Me di cuenta","Me di cuenta de que tenían","correct","Me di cuenta de que tenían vibradores a la venta en esa tienda grande.",14,"taboo",235,235,235,680,445,235,"1",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"830","13_38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,615,80,1651,"Down","y","¿Ocurrió esto en la mañana?","otra",25,4,"la otra",22,7,5,6,"sándwich",45,8,10,"e","Down","n","Cuando llegué a casa la otra noche, tuve un sándwich",38,"Spa",1,"s","Cuando llegué a casa la","Cuando llegué a casa","Cuando llegué a casa la otra noche, tuve un","correct","Cuando llegué a casa la otra noche, tuve un sándwich en el sofá.",13,"neut",178,178,178,178,0,1176,"0",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"831","13_39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,631,67,2108,"Up","n","¿Estuvo cerca?","habría",34,6,"habría",34,6,7,7,"orgía",51,5,11,"e","Up","y","Si no tuviera tareas para hacer, habría ido a una orgía",39,"Spa",1,"s","Si no tuviera tareas para hacer,","Si no tuviera tareas para hacer,","Si no tuviera tareas para hacer, habría ido a una","correct","Si no tuviera tareas para hacer, habría ido a una orgía que estaba al lado.",15,"taboo",165,165,165,165,0,1219,"0",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"832","13_44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,518,52,2445,"Down","n","¿Lo encontraron en una fuente?","encontraron",29,11,"encontraron",29,11,6,6,"diente",44,6,8,"e","Down","n","A principio de este verano, encontraron un diente",44,"Spa",1,"s","A principio de este verano,","A principio de este verano,","A principio de este verano, encontraron un","correct","A principio de este verano, encontraron un diente en las duchas del parque acuático.",14,"neut",291,291,291,291,0,461,"0",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"833","13_45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,494,71,2338,"Up","y","¿Estaba la persona adolorida después del trabajo?","masajeó",30,7,"me masajeó",27,10,5,6,"culata",41,6,8,"e","Up","y","Cuando volví del trabajo, me masajeó la culata",45,"Spa",1,"s","Cuando volví del trabajo, me","Cuando volví del trabajo,","Cuando volví del trabajo, me masajeó la","correct","Cuando volví del trabajo, me masajeó la culata antes de ir a la cama.",14,"taboo",0,204,584,584,0,1459,"0",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"834","13_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,659,18,2648,"Down","n","¿Se lastimó el invierno pasado?","ella",19,4,"ella",19,4,4,4,"pulgar",38,6,8,"e","Down","n","El verano pasado, ella se lastimó el pulgar",8,"Spa",1,"s","El verano pasado,","El verano pasado,","El verano pasado, ella se lastimó el","correct","El verano pasado, ella se lastimó el pulgar tratando de subirse a un caballo.",14,"neut",0,239,239,831,592,923,"1",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"835","13_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,689,29,3016,"Up","n","¿Dijo el niño esto?","dijo",9,4,"dijo",9,4,3,3,"coño",15,4,4,"e","Up","y","El niño dijo \coño\""""",9,"Spa",1,"s","El niño","El niño","El niño dijo","correct","El niño dijo \coño\"" delante de todos.""",7,"taboo",168,168,168,168,0,691,"0",1,"E2_SCS1",35,46,0.760869565,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"836","14_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,1240,26,1551,"Up","n","¿Tenía pecas?","que",18,3,"que",18,3,5,5,"cojones",41,7,10,"e","Up","y","Mi amigo me dijo que tenía pecas en sus cojones",10,"Spa",2,"s","Mi amigo me dijo","Mi amigo me dijo","Mi amigo me dijo que tenía pecas en sus","correct","Mi amigo me dijo que tenía pecas en sus cojones desde que era un niño.",15,"taboo",0,226,226,1071,845,803,"1",1,"E2_SCS1",33,43,0.76744186,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"837","14_15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,878,14,3458,"Down","n","¿Ha estado la marca allí durante una semana?","mancha",11,6,"mancha",11,6,3,3,"brazo",31,5,7,"e","Down","n","Tengo una mancha grande en mi brazo",15,"Spa",2,"s","Tengo una","Tengo una","Tengo una mancha grande en mi","correct","Tengo una mancha grande en mi brazo desde la fiesta de ayer.",12,"neut",239,239,239,239,0,239,"0",1,"E2_SCS1",33,43,0.76744186,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"838","14_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,830,61,2241,"Down","n","¿Se le impidió ir a un viaje de negocios?","dijo",9,4,"dijo",9,4,3,3,"diarrea",21,7,6,"e","Down","n","Su mamá dijo que la diarrea",22,"Spa",2,"s","Su mamá","Su mamá","Su mamá dijo que la","correct","Su mamá dijo que la diarrea le impidió ir al viaje escolar.",12,"taboo",313,313,313,313,0,313,"0",1,"E2_SCS1",33,43,0.76744186,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"839","14_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,1193,42,1726,"Down","n","¿Ocurrió esto después del gimnasio?","ella",24,4,"ella",24,4,5,5,"tampón",45,6,10,"e","Down","n","Después de la reunión, ella se inclinó y su tampón",28,"Spa",2,"s","Después de la reunión,","Después de la reunión,","Después de la reunión, ella se inclinó y su","correct","Después de la reunión, ella se inclinó y su tampón cayó de su bolso.",14,"taboo",245,245,245,245,0,245,"0",1,"E2_SCS1",33,43,0.76744186,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"840","14_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,939,74,2770,"Up","n","¿Es el producto para la piel?","de",15,2,"de",15,2,4,4,"escalpo",42,7,10,"e","Up","y","Vi un anuncio de una nueva crema para el escalpo",3,"Spa",2,"s","Vi un anuncio","Vi un anuncio","Vi un anuncio de una nueva crema para el","correct","Vi un anuncio de una nueva crema para el escalpo para que no pique.",14,"neut",262,262,262,262,0,262,"0",1,"E2_SCS1",33,43,0.76744186,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"841","14_33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,974,72,3295,"Up","y","¿Estaba la venta en una tienda grande?","que",17,3,"de que",14,6,4,5,"cafeteras",28,9,7,"e","Up","y","Me di cuenta de que tenían cafeteras",33,"Spa",2,"s","Me di cuenta de","Me di cuenta","Me di cuenta de que tenían","correct","Me di cuenta de que tenían cafeteras a la venta en esa gran tienda.",14,"neut",315,315,315,315,0,315,"0",1,"E2_SCS1",33,43,0.76744186,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"842","14_34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,1074,50,5251,"Up","n","¿Leyó el consejos en línea?","algunos",10,7,"algunos",10,7,3,3,"mamadas",36,7,7,"e","Up","y","He leído algunos consejos para dar mamadas",34,"Spa",2,"s","He leído","He leído","He leído algunos consejos para dar","correct","He leído algunos consejos para dar mamadas en Internet.",9,"taboo",298,298,298,298,0,298,"0",1,"E2_SCS1",33,43,0.76744186,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"843","14_39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,871,69,1909,"Up","n","¿Estuvo cerca?","habría",34,6,"habría",34,6,7,7,"circo",50,5,11,"e","Up","y","Si no tuviera tareas para hacer, habría ido a un circo",39,"Spa",2,"s","Si no tuviera tareas para hacer,","Si no tuviera tareas para hacer,","Si no tuviera tareas para hacer, habría ido a un","correct","Si no tuviera tareas para hacer, habría ido a un circo que estaba al lado.",15,"neut",181,181,181,181,0,181,"0",1,"E2_SCS1",33,43,0.76744186,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"844","14_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,1030,46,2784,"Up","n","¿Lo oí ayer?","oí",8,2,"oí",8,2,2,2,"pedo",14,4,4,"e","Up","y","Anoche oí un pedo",4,"Spa",2,"s","Anoche","Anoche","Anoche oí un","correct","Anoche oí un pedo del apartamento de mi vecino.",9,"taboo",630,630,630,630,0,895,"0",1,"E2_SCS1",33,43,0.76744186,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"845","14_40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,935,71,1583,"Down","n","¿Lo estaban vendiendo?","vi",34,2,"vi",34,2,6,6,"lubricante",63,10,10,"e","Down","n","Mientras caminaba por el campus, vi que estaban distribuyendo lubricante",40,"Spa",2,"s","Mientras caminaba por el campus,","Mientras caminaba por el campus,","Mientras caminaba por el campus, vi que estaban distribuyendo","correct","Mientras caminaba por el campus, vi que estaban distribuyendo lubricante a los estudiantes en la plaza.",16,"taboo",264,264,264,264,0,264,"0",1,"E2_SCS1",33,43,0.76744186,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"846","14_45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,1048,79,3131,"Up","y","¿Estaba la persona adolorida después del trabajo?","masajeó",30,7,"me masajeó",27,10,5,6,"pantorilla",41,10,8,"e","Up","y","Cuando volví del trabajo, me masajeó la pantorilla",45,"Spa",2,"s","Cuando volví del trabajo, me","Cuando volví del trabajo,","Cuando volví del trabajo, me masajeó la","correct","Cuando volví del trabajo, me masajeó la pantorilla antes de ir a la cama.",14,"neut",0,678,937,937,0,1849,"0",1,"E2_SCS1",33,43,0.76744186,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"847","14_46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,881,97,2594,"Down","n","¿Era rico después de la universidad?","donó",28,4,"donó",28,4,5,5,"esperma",33,7,6,"e","Down","n","Después de la universidad, donó esperma",46,"Spa",2,"s","Después de la universidad,","Después de la universidad,","Después de la universidad, donó","correct","Después de la universidad, donó esperma para ganar dinero extra.",10,"taboo",0,274,632,1252,620,856,"1",1,"E2_SCS1",33,43,0.76744186,"Low Sp Dom",798.2608696,379.2782609,295.3391304,506.2891845,188.0574076,125.2167165,358.0005156,132.9766682,88.54158934
"848","14_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,1033,33,2320,"Up","n","¿Dijo el niño esto?","dijo",9,4,"dijo",9,4,3,3,"bienvenido",15,10,4,"e","Up","y","El niño dijo \bienvenido\""""",9,"Spa",2,"s","El niño","El niño","El niño dijo","correct","El niño dijo \bienvenido\"" delante de todos.""",7,"neut",0,133,608,608,0,608,"0",1,"E2_SCS1",33,43,0.76744186,"Low Sp Dom",747.3157895,378.3333333,292.1578947,572.2677806,216.2790179,157.109036,404.6544283,152.9323602,111.0928647
"849","15_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE,467,24,1349,"Up","n","¿Tenía pecas?","que",18,3,"que",18,3,5,5,"piernas",41,7,10,"e","Up","y","Mi amigo me dijo que tenía pecas en sus piernas",10,"Spa",3,"s","Mi amigo me dijo","Mi amigo me dijo","Mi amigo me dijo que tenía pecas en sus","correct","Mi amigo me dijo que tenía pecas en sus piernas desde que era un niño.",15,"neut",294,294,294,294,0,294,"0",1,"SCS1_E2",33,42,0.785714286,"High Sp Dom",622.3666667,304.3444444,260.2888889,407.2846629,142.8613031,111.6633428,287.993747,101.0181962,78.95790689
"850","15_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE,516,13,3513,"Down","n","¿Olían así durante el festival de cine?","olían",12,5,"olían",12,5,3,3,"meo",20,3,5,"e","Down","n","Las calles olían a meo",11,"Spa",3,"s","Las calles","Las calles","Las calles olían a","correct","Las calles olían a meo durante el festival de primavera.",10,"taboo",361,361,361,361,0,361,"0",1,"SCS1_E2",33,42,0.785714286,"High Sp Dom",660.1758242,357.9340659,287.989011,521.0643934,195.3286008,135.5237982,368.448166,138.1181782,95.82979672
"851","15_16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE,532,18,3164,"Up","n","¿El hombre hizo esto en público?","mostró",14,6,"mostró",14,6,4,4,"arte",24,4,6,"e","Up","y","Un hombre le mostró su arte",16,"Spa",3,"s","Un hombre le","Un hombre le","Un hombre le mostró su","correct","Un hombre le mostró su arte en la calle.",9,"neut",205,205,205,205,0,205,"0",1,"SCS1_E2",33,42,0.785714286,"High Sp Dom",622.3666667,304.3444444,260.2888889,407.2846629,142.8613031,111.6633428,287.993747,101.0181962,78.95790689
"852","15_17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE,492,20,3529,"Up","n","¿Tuvo un trastorno compulsivo?","lavó",16,4,"lavó",16,4,4,4,"ano",24,3,6,"e","Up","y","Mi mejor amigo lavó su ano",17,"Spa",3,"s","Mi mejor amigo","Mi mejor amigo","Mi mejor amigo lavó su","correct","Mi mejor amigo lavó su ano compulsivamente en la universidad",10,"taboo",384,384,384,384,0,832,"0",1,"SCS1_E2",33,42,0.785714286,"High Sp Dom",660.1758242,357.9340659,287.989011,521.0643934,195.3286008,135.5237982,368.448166,138.1181782,95.82979672
"853","15_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE,548,11,3062,"Down","n","¿Se le impidió ir a un viaje de negocios?","dijo",9,4,"dijo",9,4,3,3,"obligaciones",18,12,5,"e","Down","n","Su mamá dijo que obligaciones",22,"Spa",3,"s","Su mamá","Su mamá","Su mamá dijo que","correct","Su mamá dijo que obligaciones le impidió ir al viaje escolar.",11,"neut",0,310,432,432,0,432,"0",1,"SCS1_E2",33,42,0.785714286,"High Sp Dom",622.3666667,304.3444444,260.2888889,407.2846629,142.8613031,111.6633428,287.993747,101.0181962,78.95790689
